code,foodName,details.description,details.group,details.previous,details.references,details.footnote,factors.edibleProportion,factors.specificGravity,factors.totalSolids,factors.nitrogenConversionFactor,factors.glycerolConversionFactor,proximates.WATER,proximates.TOTNIT,proximates.PROT,proximates.FAT,proximates.CHO,proximates.KCALS,proximates.KJ,proximates.STAR,proximates.OLIGO,proximates.TOTSUG,proximates.GLUC,proximates.GALACT,proximates.FRUCT,proximates.SUCR,proximates.MALT,proximates.LACT,proximates.ALCO,proximates.ENGFIB,proximates.AOACFIB,proximates.SATFAC,proximates.SATFOD,proximates.TOTn6PFAC,proximates.TOTn6PFOD,proximates.TOTn3PFAC,proximates.TOTn3PFOD,proximates.MONOFACc,proximates.MONOFODc,proximates.MONOFAC,proximates.MONOFOD,proximates.POLYFACc,proximates.POLYFODc,proximates.POLYFAC,proximates.POLYFOD,proximates.SATFACx6,proximates.SATFODx6,proximates.TOTBRFAC,proximates.TOTBRFOD,proximates.FACTRANS,proximates.FODTRANS,proximates.CHOL,inorganics.NA,inorganics.K,inorganics.CA,inorganics.MG,inorganics.P,inorganics.FE,inorganics.CU,inorganics.ZN,inorganics.CL,inorganics.MN,inorganics.SE,inorganics.I,inorganics.RET,inorganics.CAREQU,inorganics.RETEQU,inorganics.VITD,inorganics.VITE,inorganics.VITK1,inorganics.THIA,inorganics.RIBO,inorganics.NIAC,inorganics.TRYP60,inorganics.NIACEQU,inorganics.VITB6,inorganics.VITB12,inorganics.FOLT,inorganics.PANTO,inorganics.BIOT,inorganics.VITC,vitamin_fractions.ALTRET,vitamin_fractions.13CISRET,vitamin_fractions.DEHYRET,vitamin_fractions.RETALD,vitamin_fractions.ACAR,vitamin_fractions.BCAR,vitamin_fractions.CRYPT,vitamin_fractions.LUT,vitamin_fractions.LYCO,vitamin_fractions.25OHD3,vitamin_fractions.VITD3,vitamin_fractions.5METHF,vitamin_fractions.ATOPH,vitamin_fractions.BTOPH,vitamin_fractions.DTOPH,vitamin_fractions.GTOPH,vitamin_fractions.ATOTR,vitamin_fractions.GTOTR,SFA.FOD4,SFA.FOD6,SFA.FOD8_0,SFA.FOD10_0,SFA.FOD11_0xb,SFA.FOD12_0,SFA.FOD12_0xb,SFA.FOD13_0,SFA.FOD13_0xb,SFA.FOD14_0,SFA.FOD14_0xb,SFA.FOD15_0,SFA.FOD15_0xb,SFA.FOD16_0,SFA.FOD16_0xb,SFA.FOD17_0,SFA.FOD17_0xb,SFA.FOD18_0,SFA.FOD18_0xb,SFA.FOD19_0,SFA.FOD20_0,SFA.FOD20_0xb,SFA.FOD22_0,SFA.FOD22_0xb,SFA.FOD24_0,SFA.FOD24_0xb,SFA.FOD25_0xb,MUFA.FOD10_1,MUFA.FOD10_1c,MUFA.FOD12_1,MUFA.FOD12_1c,MUFA.FOD14_1,MUFA.FOD14_1c,MUFA.FOD15_1,MUFA.FOD15_1c,MUFA.FOD16_1,MUFA.FOD16_1c,MUFA.FOD17_1,MUFA.FOD17_1c,MUFA.FOD18_1,MUFA.FOD18_1c,MUFA.FOD18_1n9,MUFA.FOD18_1n7,MUFA.FOD20_1,MUFA.FOD20_1c,MUFA.FOD22_1,MUFA.FOD22_1c,MUFA.FOD22_1n11,MUFA.FOD22_1n9,MUFA.FOD24_1,MUFA.FOD24_1c,MUFA.MONOFODtr,PUFA.FOD16_2,PUFA.FOD16_2c,PUFA.FOD16_3,PUFA.FOD16_4,PUFA.FOD16_4c,PUFA.FOD16 poly,PUFA.FOD18_2,PUFA.FOD18_2cn6,PUFA.FOD18_3,PUFA.FOD18_3cn3,PUFA.FOD18_3cn6,PUFA.FOD18_4,PUFA.FOD18_4cn3,PUFA.FOD18 poly,PUFA.FOD20_2,PUFA.FOD20_2cn6,PUFA.FOD20_3,PUFA.FOD20_3cn6,PUFA.FOD20_4,PUFA.FOD20_4cn6,PUFA.FOD20_5,PUFA.FOD20_5cn3,PUFA.FOD20 poly,PUFA.FOD21_5,PUFA.FOD21_5cn3,PUFA.FOD22_2,PUFA.FOD22_2cn6,PUFA.FOD22_3cn6,PUFA.FOD22_4,PUFA.FOD22_4cn6,PUFA.FOD22_5,PUFA.FOD22_5cn3,PUFA.FOD22_6,PUFA.FOD22_6cn3,PUFA.FOD22 poly,PUFA.POLYFODtr,phytosterols.TotalPHYTO,phytosterols.OtherCHOLandPHYTO,phytosterols.PHYTO,phytosterols.BSITPHYTO,phytosterols.BRASPHYTO,phytosterols.CAMPHYTO,phytosterols.D5AVEN,phytosterols.D7AVEN,phytosterols.D7STIG,phytosterols.STIGPHYTO,organic_acids.CITA
18-310,"Chicken, drumsticks, casseroled, meat only",Calculated from dark meat,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,66.5,3.89,24.3,9.7,0,185,772,0,,0,0,0,0,0,0,0,0,0,,28.4,2.6,,,,,,,48.9,4.5,,,21,1.9,,,,,1.4,0.1,135,70,220,30,21,180,1.30,0.06,2.2,70,0.02,17,7,21,Tr,21,Tr,0.60,,0.06,0.09,5.1,4.8,9.9,0.22,Tr,9,1.09,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-335,"Chicken, drumsticks, roasted, meat and skin","Calculated from 89% dark meat and 11% skin, fresh and frozen",MCA,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,6.25,0.945,63,4.14,25.8,9.1,0,185,775,0,,0,0,0,0,0,0,0,0,0,0,28.6,2.5,,,,,,,49.5,4.3,,,20.5,1.8,,,,,0.9,0.1,135,130,280,15,25,210,1.00,0.09,2.3,90,0.02,17,7,24,Tr,24,0.2,0.21,,0.09,0.14,5.5,4.9,10.4,0.19,1.0,12,1.31,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-336,"Chicken, drumsticks, roasted, meat and skin, weighed with bone",Calculated from 18-335,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.63,,,,,39.7,2.6,16.2,5.7,0,116,486,0,,0,0,0,0,0,0,0,0,0,,28.6,1.5,,,,,,,49.5,2.7,,,20.5,1.1,,,,,0.9,Tr,86,80,180,9,16,130,0.60,0.06,1.4,60,0.01,11,4,15,Tr,15,0.1,0.13,,0.06,0.09,3.5,3.1,6.6,0.12,Tr,8,0.82,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-334,"Chicken, drumsticks, roasted, meat only",20 samples of a mixture of fresh and frozen drumsticks,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,66.2,4.25,26.6,5.1,0,152,640,0,,0,0,0,0,0,0,0,0,0,,28.4,1.4,,,,,,,49.2,2.4,,,20.8,1,,,,,0.8,Tr,135,170,260,16,25,210,0.90,0.10,2.5,84,0.02,17,7,20,Tr,20,0.2,0.22,,0.09,0.15,5.5,5.0,10.5,0.19,1.0,13,1.39,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-314,"Chicken, leg quarter, casseroled, meat and skin","Calculated from 21% light meat, 62% dark meat and 17% skin from fresh and frozen chicken",MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,63.6,3.66,22.9,13.9,0,217,904,0,,0,0,0,0,0,0,0,0,0,,28.9,3.8,,,,,,,49.2,6.5,,,20.1,2.6,,,,,1.4,0.2,115,70,210,24,19,180,0.90,0.07,1.7,70,0.02,14,6,23,Tr,23,0.2,0.28,,0.05,0.12,5.7,4.3,10.0,0.23,Tr,7,1.11,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-315,"Chicken, leg quarter, casseroled, meat and skin, weighed with bone",Calculated from 18-314,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.63,,,,,40.1,2.3,14.4,8.8,0,137,570,0,,0,0,0,0,0,0,0,0,0,,28.9,2.4,,,,,,,49.2,4.1,,,20.1,1.7,,,,,1.4,0.1,72,45,130,15,12,110,0.60,0.04,1.1,45,0.01,9,4,14,Tr,14,0.1,0.18,,0.03,0.08,3.6,2.7,6.3,0.14,Tr,4,0.70,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-313,"Chicken, leg quarter, casseroled, meat only",Calculated from 25% light meat and 75% dark meat from fresh and frozen chicken,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,66.9,4,25,8.4,0,176,736,0,,0,0,0,0,0,0,0,0,0,,28.7,2.3,,,,,,,48.7,3.9,,,20.7,1.6,,,,,1.3,0.1,115,75,220,26,20,190,0.90,0.07,1.8,70,0.02,15,6,15,Tr,15,0.1,0.31,,0.05,0.13,6.1,4.9,11.0,0.25,Tr,8,1.21,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-293,"Chicken, leg quarter, raw, meat and skin",Calculated from 77% dark meat and 23% skin,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,68.1,2.93,18.3,13.3,0,193,803,0,,0,0,0,0,0,0,0,0,0,,28.7,3.6,,,,,,,49.8,6.3,,,20.1,2.5,,,,,1,0.1,110,80,330,7,21,110,0.80,0.04,1.4,100,0.01,13,8,30,Tr,30,0.5,0.17,,0.12,0.27,4.9,3.4,8.3,0.23,1.0,8,0.99,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-294,"Chicken, leg quarter, raw, meat and skin, weighed with bone",Calculated from 18-293,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.69,,,,,47,2.02,12.6,9.2,0,133,555,0,,0,0,0,0,0,0,0,0,0,,28.7,2.5,,,,,,,49.8,4.3,,,20.1,1.7,,,,,1,0.1,77,55,230,5,14,75,0.50,0.03,1.0,70,0.01,9,5,21,Tr,21,0.4,0.12,,0.08,0.19,3.4,2.3,5.7,0.16,Tr,5,0.68,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-337,"Chicken, leg quarter, roasted, meat and skin",20 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,60.9,3.34,20.9,16.9,0,236,981,0,,0,0,0,0,0,0,0,0,0,,28.7,4.6,,,,,,,48.7,7.8,,,20.1,3.2,,,,,1,0.2,115,95,230,12,20,180,0.80,0.06,1.7,85,0.01,16,7,26,Tr,26,0.2,0.23,,0.07,0.28,5.0,4.6,9.6,0.40,1.0,11,1.21,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-338,"Chicken, leg quarter, roasted, meat and skin, weighed with bone",Calculated from 18-337,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.51,,,,,31.1,1.71,10.7,8.6,0,120,500,0,,0,0,0,0,0,0,0,0,0,,28.7,2.3,,,,,,,48.7,4,,,20.1,1.6,,,,,1,0.1,60,50,120,6,10,90,0.40,0.03,0.9,45,0.01,8,4,13,Tr,13,0.1,0.12,,0.04,0.14,2.5,2.4,4.9,0.20,Tr,6,0.62,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-290,"Chicken, light meat, raw","31 samples, fresh and frozen",MCA,50-433  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,6.25,0.95,74.2,3.84,24,1.1,0,106,449,0,,0,0,0,0,0,0,0,0,0,0,29.8,0.3,17.26,0.18,3.98,0.04,45.74,0.48,46.8,0.5,20.83,0.22,21.2,0.2,29.83,0.31,0.46,Tr,1.37,0.01,70,60,370,5,29,220,0.50,0.05,0.7,77,0.01,12,6,Tr,Tr,Tr,0.2,0.13,,0.14,0.14,10.7,4.7,15.4,0.51,Tr,14,1.26,2.0,0,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,0.00,,,,0.01,,0.00,,0.22,,0.00,,0.07,,,0.00,,0.00,,0.00,,,0.00,,0.00,,0.00,,0.00,,0.04,,0.00,,0.42,0.40,0.03,,0.01,,0.00,0.00,0.00,,0.00,0.01,,,,,,,,0.16,,0.02,0.00,,0.00,,,,,Tr,,0.01,,Tr,,,,,,,,0.00,,0.01,,0.01,,Tr,,,,,,,,,,,
18-330,"Chicken, light meat, roasted","19 samples, fresh and frozen",MCA,50-440  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; vitamin K1 from Bolton-Smith et al Br. J. Nutr. 83, 2000",,1,,,,0.95,66.9,4.83,30.2,3.6,0,153,645,0,,0,0,0,0,0,0,0,0,0,0,,1.02,,0.6,,0.13,,1.58,,1.62,,0.72,,0.73,,1,,0.02,,0.05,82,60,360,7,30,250,0.40,0.17,0.8,62,0.01,14,7,Tr,Tr,Tr,0.3,0.31,0.04,0.07,0.23,12.6,5.5,18.1,0.54,Tr,10,1.38,2.0,0,Tr,Tr,0,0,,,,,,0.10,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-488,"Chicken, meat, average, raw",Calculated from 44% light meat and 56% dark meat,MCA,18-291 50-431 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; folate from LGC, Individual folates in foodstuffs, 1996",,1,,,6.25,0.945,75.1,3.57,22.3,2.1,0,108,457,0,,0,0,0,0,0,0,0,0,0,0,29.1,0.6,,,,,,,48.1,1,,,21,0.4,,,,,1.1,Tr,90,77,380,6,26,160,0.70,0.03,1.2,95,0.01,13,6,11,Tr,11,0.1,0.15,,0.14,0.18,7.8,4.3,12.1,0.38,Tr,19,1.16,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-331,"Chicken, meat, average, roasted",Calculated from 46% light meat and 54% dark meat from fresh and frozen chicken,MCA,50-438 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,6.25,0.945,65.3,4.37,27.3,7.5,0,177,742,0,,0,0,0,0,0,0,0,0,0,0,29.1,2.1,,,,,,,48.1,3.4,,,21,1.5,,,,,1.1,0.1,105,80,330,11,26,220,0.70,0.10,1.5,75,0.02,16,7,11,Tr,11,0.2,0.23,,0.07,0.16,9.2,5.3,14.5,0.36,Tr,10,1.39,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-327,"Chicken, portions, not coated, deep-fried, meat and skin","10 samples of wing quarters, leg quarters and chicken halves from fish and chip shops",MCA,,"Meat, Poultry and Game Supplement, 1995",,1,,,,,55.5,4.3,26.9,16.8,0,259,1079,0,,0,0,0,0,0,0,0,0,0,,29.2,4.6,,,,,,,50.6,8,,,18.7,3,,,,,2.1,0.3,135,150,310,15,25,220,1.00,0.11,2.0,94,0.02,18,8,28,Tr,28,0.3,0.32,,0.06,0.22,7.5,4.9,12.4,0.34,1.0,14,1.34,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-328,"Chicken, portions, not coated, deep-fried, meat and skin, weighed with bone",Calculated from 18-327,MCA,,"Meat, Poultry and Game Supplement, 1995",,0.69,,,,,38.2,2.98,18.6,11.6,0,179,745,0,,0,0,0,0,0,0,0,0,0,,29.2,3.2,,,,,,,50.6,5.5,,,18.7,2,,,,,2.1,0.2,94,110,210,10,17,150,0.70,0.07,1.3,65,0.01,13,6,19,Tr,19,0.2,0.22,,0.04,0.15,5.1,3.4,8.5,0.23,Tr,10,0.92,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-316,"Chicken, skin, casseroled",20 samples,MCA,,"Meat, Poultry and Game Supplement, 1995",,1,,,,,48.6,2.14,13.4,39.3,0,407,1680,0,,0,0,0,0,0,0,0,0,0,,29.7,11,,,,,,,51.6,19.1,,,17.6,6.5,,,,,1.5,0.5,105,55,150,17,14,130,1.00,0.09,1.0,N,0.02,N,N,N,Tr,N,0.7,N,,N,N,N,N,N,N,N,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-292,"Chicken, skin, raw",25 samples,MCA,259,"Meat, Poultry and Game Supplement, 1995",,1,,,,0.95,42.7,1.55,9.7,48.3,0,474,1953,0,,0,0,0,0,0,0,0,0,0,,29.7,13.6,14.68,6.71,2.95,1.35,50.49,23.06,51.6,23.6,17.28,7.89,17.6,8.1,29.33,13.4,0.38,0.17,1.47,0.67,135,50,130,8,9,91,0.60,0.10,0.7,57,0.01,9,16,64,Tr,64,1.9,0.15,,0.04,0.44,2.7,0.9,3.6,0.08,1.0,4,0.64,2.0,0,57,9,0,0,,,,,,0.26,0.60,,,,,,,,0.00,0.00,0.00,0.00,,0.10,0.08,,,0.50,0.45,0.10,0.07,9.80,9.83,0.20,0.12,2.80,2.78,,0.10,0.05,Tr,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.10,0.09,0.00,0.00,2.60,2.52,0.10,0.10,20.50,20.10,19.24,1.17,0.30,0.24,Tr,0.02,0.00,0.02,0.00,0.00,0.51,,,,0.00,,,6.60,6.54,1.10,1.07,0.00,0.00,0.00,,0.10,0.06,Tr,0.01,Tr,0.01,0.10,0.09,,0.00,,0.00,,,0.00,0.00,0.10,0.05,0.10,0.06,,0.16,,,,,,,,,,,
18-332,"Chicken, skin, roasted/grilled, dry","34 samples, crisp skin",MCA,18-448 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,6.25,0.95,31.1,3.45,21.5,46.1,0,501,2070,0,,0,0,0,0,0,0,0,0,0,0,29.7,12.9,,,,,,,51.6,22.5,,,17.6,7.7,,,,,1.5,0.6,170,80,260,16,26,210,1.30,0.05,1.2,N,0.03,N,N,N,Tr,N,1.0,N,,N,N,N,N,N,N,N,N,N,N,0,,,,,,,,,,0.05,0.70,,,,,,,,0.00,0.00,0.00,0.00,,,0.07,,,,0.43,,0.07,,9.38,,0.12,,2.65,,,0.05,,0.01,,0.00,,,0.00,,0.00,,0.08,,0.00,,2.40,,0.10,,19.16,18.35,1.12,,0.23,,0.02,0.00,2.00,,0.00,0.49,,,,,,,,6.23,,1.02,0.00,,0.00,,,,,Tr,,Tr,,0.00,,,,,,,,0.00,,0.00,,0.00,,0.15,,,,,,,,,,,
18-333,"Chicken, skin, roasted/grilled, moist",32 samples,MCA,,"Meat, Poultry and Game Supplement, 1995",,1,,,,,41.6,2.72,17,42.6,0,452,1867,0,,0,0,0,0,0,0,0,0,0,,29.7,12,,,,,,,51.6,20.8,,,17.6,7.1,,,,,1.5,0.6,135,80,240,12,20,170,1.00,0.04,0.9,N,0.02,N,N,N,Tr,N,0.6,N,,N,N,N,N,N,N,N,N,N,N,0,,,,,,,,,,0.09,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-569,"Chicken, stir-fried with mushrooms and cashew nuts, homemade",Recipe,MR,19-385 ,Updated 2014,,1,,,,,66.8,3,18.4,7,4.8,160,671,2.5,,2.2,0.7,,0.6,0.8,0,0,0.7,0.7,0.9,,1.31,,,,,,,,3.86,,,,1.47,,,,,,Tr,66.1,322,426,10,43,171,1.24,0.21,1.4,489,0.29,13,6,8,129,30,0.1,0.78,,0.14,0.15,5.1,3.7,8.8,0.33,Tr,14,0.89,N,20,,,,,,N,,,,,,,0.35,0.01,0.05,,,,,,,,,,,,,Tr,,,,0.07,,Tr,,0.02,,,0.01,,,,,,,,,,,,,,,0.00,,Tr,,0.93,,,,0.02,,,,,,,,,,,,,,,0.32,,0.16,,,,,,Tr,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.4,1.5,,,,,
19-570,"Chicken, stir-fried with peppers in black bean sauce, homemade",Recipe,MR,19-386 ,Updated 2014,,1,,,,,72.1,3.06,19,4.2,2.7,124,523,0.1,,2.4,0.6,,0.7,1,0,0,,0.6,N,,N,,,,,,,,N,,,,N,,,,,,Tr,72.5,366,356,20,29,144,1.34,0.06,1.1,596,0.09,N,6,9,53,18,0.1,N,,0.24,0.13,5.1,3.6,8.7,0.29,Tr,7,0.77,N,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-521,"Chicken, stir-fried with rice and vegetables, retail, reheated","6 samples. 10-13% meat, frozen, fried in corn oil",MR,19-201 ,"Reviewed 2013. LGC, Nutritional analysis of meat and poultry products, 1994-1995",,1,,,6.25,0.956,67.9,1.04,6.5,4.6,17.1,132,554,12.6,,3.9,1.8,0,1.1,1,0,0,0,1.3,N,,N,,,,,,,,N,,,,N,,,,,,N,N,N,180,22,13,95,1.10,0.10,2.0,N,0.08,N,N,Tr,565,94,N,N,,0.09,0.09,1.9,1.3,3.2,0.22,Tr,21,0.50,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-317,"Chicken, thighs, casseroled, meat and skin",Calculated from 77% dark meat and 23% skin from fresh and frozen chicken,MCA,18-450 ,"LGC, Nutrient analysis of chicken and turkey, 1994-1995 (Note that fatty acid data is available for a mixture of types of casseroled chicken portions , not only the thighs, in obsoleted 18-450)",,1,,,,0.95,62.4,3.44,21.5,16.3,0,233,969,0,,0,0,0,0,0,0,0,0,0,,28.7,4.4,,,,,,,49.5,7.6,,,20.3,3.1,,,,,1.4,0.2,120,70,170,26,16,170,1.00,0.07,1.8,70,0.02,15,7,30,Tr,30,0.2,0.34,,0.05,0.11,4.9,3.9,8.8,0.20,Tr,8,1.04,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-318,"Chicken, thighs, casseroled, meat and skin, weighed with bone",Calculated from 18-317,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.83,,,,,51.8,2.85,17.8,13.5,0,193,802,0,,0,0,0,0,0,0,0,0,0,,28.7,3.7,,,,,,,49.5,6.3,,,20.3,2.6,,,,,1.4,0.2,100,60,140,22,13,140,0.80,0.06,1.5,60,0.02,12,6,25,Tr,25,0.2,0.28,,0.04,0.09,4.1,3.3,7.4,0.17,Tr,7,0.86,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-319,"Chicken, thighs, casseroled, meat only, diced",10 samples of skinless thighs,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,65.6,4.1,25.6,8.6,0,180,756,0,,0,0,0,0,0,0,0,0,0,,28.9,2.4,,,,,,,46.2,3.8,,,23,1.9,,,,,0.6,Tr,130,40,150,14,19,150,1.00,0.15,2.1,81,0.02,17,7,20,Tr,20,0.2,0.12,,0.05,0.15,3.4,5.0,8.4,0.18,1.0,6,1.34,4.0,0,,,,,,,,,,,,,,,,,,,,,,Tr,,Tr,,,,0.10,,Tr,,1.70,,Tr,,0.50,,,Tr,,Tr,,0.00,,,0.00,,0.00,,Tr,,0.00,,0.40,,Tr,,3.30,,,,Tr,,Tr,,,,0.00,,,,,,Tr,,,1.50,,0.20,,,0.00,,,Tr,,Tr,,0.10,,Tr,,,0.00,,0.00,,,0.00,,Tr,,Tr,,,,,,,,,,,,,,
18-303,"Chicken, whole, corn-fed, raw, meat and skin","Calculated from 42% light meat, 35% dark meat and 23% skin",MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1,,,,,65.3,3.01,18.8,15.9,0,218,908,0,,0,0,0,0,0,0,0,0,0,,30.6,4.6,,,,,,,46.1,6.9,,,21.3,3.2,,,,,0.5,0.1,98,80,270,8,22,190,0.60,0.06,1.1,70,0.01,12,5,55,Tr,55,0.5,0.13,,0.07,0.13,7.5,3.3,10.8,0.46,1.0,7,1.10,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
